name,time,total_capacity_kwp,gti,gti_low,gti_high,ghi
Bannatynes Weybridge,2025-11-01,95.23,31.251644859813084,20.359551401869158,41.13384112149532,23.469
Bannatynes Weybridge,2025-12-01,95.23,55.48641121495328,33.93120093457944,76.09107009345796,42.1625
Bannatynes Weybridge,2026-01-01,95.23,31.265768691588786,18.582764018691588,43.72427336448599,24.615
Bannatynes Wildmoor,2025-07-01,138.83999999999997,154.98435256410258,107.21106169871796,205.53497275641027,157.15925
Bannatynes Wildmoor,2025-08-01,138.83999999999997,133.95983173076925,94.59564102564104,174.08910336538463,133.81250000000003
Bannatynes Wildmoor,2025-09-01,138.83999999999997,93.59939423076924,59.07427884615385,128.62860336538463,91.51450000000001
Bannatynes Wildmoor,2025-10-01,138.83999999999997,43.31673557692308,22.971653846153853,64.57570272435898,41.87825000000001
Bannatynes Wildmoor,2025-11-01,230.95499999999998,27.597434971098266,16.859259633911368,38.255475433526016,23.806982658959537
Bannatynes Wildmoor,2025-12-01,230.95499999999998,26.12250385356455,15.171884393063584,37.453576107899806,22.235109826589596
Bannatynes Wildmoor,2026-01-01,138.83999999999997,25.442503205128208,14.748004006410259,36.57804567307693,21.954250000000002
Blachford,2025-01-01,333.0,40.160362162162166,25.686813513513517,55.18584324324324,36.40050000000001
Blachford,2025-02-01,333.0,70.84617567567568,44.88912432432433,99.6210972972973,67.043
Blachford,2025-03-01,333.0,196.02684864864867,152.08799459459462,239.38236756756757,187.127
Blachford,2025-04-01,333.0,290.0562405405405,237.1243648648649,342.0156297297297,282.4215
Blachford,2025-05-01,333.0,335.2484972972973,253.8118054054054,416.5630621621622,331.6745
Blachford,2025-06-01,333.0,339.91270270270275,239.83143783783788,443.25682162162167,337.6425
Blachford,2025-07-01,333.0,299.0049027027027,199.26425135135136,402.73460810810815,297.2675
Blachford,2025-08-01,333.0,246.95742162162162,162.31957702702704,332.8622797297297,243.7215
Blachford,2025-09-01,333.0,180.01093243243247,110.16701891891894,252.87035675675676,174.45400000000004
Blachford,2025-10-01,333.0,90.22088378378379,51.05392702702702,130.92891351351352,86.51050000000001
Blachford,2025-11-01,333.0,54.194318918918924,30.23941351351351,78.8853864864865,49.58950000000001
Blachford,2025-12-01,333.0,32.22248918918919,17.22125945945946,48.76513243243244,29.394000000000002
Blachford,2026-01-01,333.0,20.044441891891893,10.994805405405407,30.106398648648653,18.2905
Burnley College - Sports Hall,2025-11-01,249.63,18.513293654608823,11.418544245483316,26.035418819853383,18.5415
Burnley College - Sports Hall,2025-12-01,249.63,27.354438529022953,12.780882586227618,43.69155197692585,27.4225
Burnley College - Sports Hall,2026-01-01,249.63,19.507790159435967,10.62498112706806,28.958741437327244,19.541
Carlton Bolling Tech Studies,2025-11-01,32.5,13.26175,7.7955,18.73775,10.65475
Carlton Bolling Tech Studies,2025-12-01,32.5,32.404,17.05,48.9295,27.237
Carlton Bolling Tech Studies,2026-01-01,32.5,22.4005,13.39025,32.2665,18.371
Carlton High Park,2025-07-01,157.0,141.23875,94.3615,191.6385,140.35925
Carlton High Park,2025-08-01,157.0,124.19675,82.648,166.78475,122.75475000000002
Carlton High Park,2025-09-01,157.0,84.42675,51.5205,118.74725000000001,82.61225
Carlton High Park,2025-10-01,157.0,42.2885,23.2105,62.298249999999996,41.105
Carlton High Park,2025-11-01,157.0,24.7895,13.143875,37.42725,23.398875
Carlton High Park,2025-12-01,157.0,21.762,10.910375,33.820750000000004,20.504625
Carlton High Park,2026-01-01,157.0,19.590125,11.19875,29.04225,18.29275
Carlton Marshfield,2025-09-01,75.5,3.117023178807947,2.1552433774834436,3.9819470198675497,2.754778145695364
Carlton Marshfield,2025-10-01,75.5,50.04100993377484,28.19047682119205,72.05485761589405,43.070766556291396
Carlton Marshfield,2025-11-01,75.5,69.13434105960265,39.079046357615894,98.52897350993378,47.790384105960264
Carlton Marshfield,2025-12-01,75.5,41.97838410596027,22.88809271523179,60.63183774834437,28.39984437086093
Carlton Marshfield,2026-01-01,75.5,29.966579470198674,18.49330132450331,41.16587748344371,19.069521523178807
Carlton Mills Primary School,2025-07-01,33.0,139.3628409090909,93.87388636363637,188.3728181818182,140.18374999999997
Carlton Mills Primary School,2025-08-01,33.0,122.91070454545455,83.08143181818181,163.7355681818182,122.84325
Carlton Mills Primary School,2025-09-01,33.0,85.52090909090909,53.86218181818182,118.61865909090909,83.089
Carlton Mills Primary School,2025-10-01,33.0,42.74372727272728,23.867386363636363,62.408431818181825,41.36725
Carlton Mills Primary School,2025-11-01,108.5,9.361852534562212,5.412539170506912,13.39038940092166,7.985819124423963
Carlton Mills Primary School,2025-12-01,108.5,23.395900921658985,12.496344470046083,34.791582949308754,18.138662442396317
Carlton Mills Primary School,2026-01-01,33.0,19.878727272727275,11.544136363636364,29.198886363636362,18.282
Carlton Thackley,2025-11-01,47.5,11.88438947368421,6.8294,17.195155263157897,10.613249999999999
Carlton Thackley,2025-12-01,47.5,29.288715789473684,14.769605263157894,45.42566315789474,26.9535
Carlton Thackley,2026-01-01,47.5,19.8849,11.529486842105262,29.365644736842103,18.048
Carlton Thorpe Primary,2025-11-01,43.0,15.876142441860464,9.953691860465117,21.087031976744186,8.37475
Carlton Thorpe Primary,2025-12-01,43.0,22.74427034883721,12.37823546511628,32.68832848837209,13.563
Carlton Thorpe Primary,2026-01-01,43.0,32.07696220930233,19.937732558139533,43.75102034883721,18.06525
Casepak Sunningdale,2025-12-01,1569.7,7.243313658660891,4.355973131808626,10.378448907434542,7.25675
Casepak Sunningdale,2026-01-01,1569.7,20.124548799133592,11.323354526342612,29.880827228132766,20.1735
Casepak Warren Park Way,2025-11-01,344.2,5.353125,3.468,7.112124999999999,5.358
Casepak Warren Park Way,2025-12-01,344.2,33.75175,18.487000000000002,50.42075,33.84449999999999
Casepak Warren Park Way,2026-01-01,344.2,20.248250000000002,11.366875,30.0015,20.311
City Football Group Phase 1,2025-01-01,2205.5,41.356722625255046,22.318605508954885,61.129196962140114,41.25950000000001
City Football Group Phase 1,2025-02-01,2205.5,65.6503662434822,38.35304865109952,96.16740900022671,65.646
City Football Group Phase 1,2025-03-01,2205.5,171.81684160054408,126.55281806846521,216.80814679211062,171.73800000000003
City Football Group Phase 1,2025-04-01,2205.5,140.15353704375426,116.02511099523917,164.17197294264338,140.04225
City Football Group Phase 1,2025-05-01,2205.5,349.201042167309,272.143612128769,427.40527916572205,349.2675
City Football Group Phase 1,2025-06-01,3456.2,189.37220065389735,122.31648397806842,260.3253128869857,189.64992112001622
City Football Group Phase 1,2025-07-01,3456.2,176.6384038973439,114.0461263960419,243.5001425264742,176.91557949482092
City Football Group Phase 1,2025-08-01,2205.5,239.92516344366356,155.1905258784856,328.426909544321,240.16475000000003
City Football Group Phase 1,2025-09-01,2205.5,158.1628566764906,92.8890542507368,227.24249213330313,158.212
City Football Group Phase 1,2025-10-01,2205.5,75.47442985717525,37.22257599183859,116.0583120607572,75.68550000000002
City Football Group Phase 1,2025-11-01,2205.5,48.42153117206983,25.539452187712538,73.46087873498072,48.2905
City Football Group Phase 1,2025-12-01,2205.5,31.48219319882113,15.37960693720245,48.31400244842439,31.4175
City Football Group Phase 1,2026-01-01,2205.5,20.20000470414872,11.016622568578553,29.95984247336205,20.13625
Cromwell Tools,2025-01-01,999.8,46.68303110622124,27.300645979195842,66.25861292258452,46.8785
Cromwell Tools,2025-02-01,999.8,67.0360224044809,41.03815803160632,96.03496919383878,67.6175
Cromwell Tools,2025-03-01,999.8,179.41607856571315,135.28942008401683,223.41209456891377,180.99150000000003
Cromwell Tools,2025-04-01,999.8,280.59382176435287,231.2701460792159,329.643526455291,283.51050000000004
Cromwell Tools,2025-05-01,999.8,327.48526890378076,240.5747272454491,414.3456320764153,331.401
Cromwell Tools,2025-06-01,999.8,340.2045545609122,244.03210437087418,437.6092350470094,344.5535
Cromwell Tools,2025-07-01,999.8,296.2848485697139,198.95579505901182,400.36824839967994,300.10400000000004
Cromwell Tools,2025-08-01,999.8,252.0619216343269,168.63215973194636,337.3901599319864,255.1105
Cromwell Tools,2025-09-01,999.8,179.17421414282856,110.28599864972996,249.5785468593719,180.67300000000003
Cromwell Tools,2025-10-01,999.8,83.06900425085018,42.78679580916184,126.16061807361473,84.00650000000002
Cromwell Tools,2025-11-01,999.8,55.27550355071014,31.921908181636333,79.62997449489899,55.4185
Cromwell Tools,2025-12-01,999.8,34.5856425785157,19.47853315663133,50.92971519303861,34.73
Cromwell Tools,2026-01-01,999.8,20.91932719043809,11.523396529305863,30.91987139927986,20.99575
Dunham Forest Golf Club,2025-11-01,58.46,11.021584459459458,6.270920608108108,16.083712837837837,11.055250000000001
Dunham Forest Golf Club,2025-12-01,58.46,31.747979729729725,16.437087837837836,47.73124324324324,32.0055
Dunham Forest Golf Club,2026-01-01,58.46,19.491097972972973,10.250597972972972,29.10617905405405,19.625
Duo Plastics,2025-11-01,557.5,24.333148430493274,15.153265470852018,33.58836098654709,18.863
Duo Plastics,2025-12-01,557.5,37.5009,19.27838071748879,55.94779686098655,31.132500000000004
Duo Plastics,2026-01-01,557.5,24.64745067264574,14.02933542600897,35.3116630044843,20.065
Faltec Europe Ltd,2025-01-01,520.08,62.892708121827404,39.91936294416243,84.16123350253807,58.52884856175973
Faltec Europe Ltd,2025-02-01,520.08,82.77120642978002,49.14431133671742,119.77618443316413,79.94125634517766
Faltec Europe Ltd,2025-03-01,520.08,214.2580439932318,150.86872081218272,277.10843908629437,209.422796108291
Faltec Europe Ltd,2025-04-01,520.08,166.23365693739424,132.89207571912013,199.3345871404399,163.76488240270726
Faltec Europe Ltd,2025-05-01,520.08,450.9195744500846,349.7741159052453,551.3517597292723,445.8761776649746
Faltec Europe Ltd,2025-06-01,520.08,418.67294331641284,282.48902199661586,557.2864492385787,416.8982428087986
Faltec Europe Ltd,2025-07-01,520.08,363.44346108291023,244.7505490693739,491.155681895093,361.74756852791876
Faltec Europe Ltd,2025-08-01,520.08,332.58712944162437,232.73412901861252,436.04612436548217,329.4715985617597
Faltec Europe Ltd,2025-09-01,520.08,235.391282571912,154.49398646362098,319.0171505922165,231.33615482233498
Faltec Europe Ltd,2025-10-01,520.08,127.6328045685279,81.45224027072759,174.5389839255499,123.87893570219966
Faltec Europe Ltd,2025-11-01,520.08,58.52570642978003,29.30111336717428,88.81638409475464,55.99813790186125
Faltec Europe Ltd,2025-12-01,520.08,34.584521996615905,17.706280033840944,52.29871319796954,32.58062859560068
Faltec Europe Ltd,2026-01-01,520.08,20.954653976311338,10.853845600676818,32.541153553299495,19.812868866328255
Finlay Beverages,2025-06-01,1600.1999999999998,39.3898487064117,24.154710067491568,54.98050421822273,40.12725
Finlay Beverages,2025-07-01,1837.1999999999998,203.1222135858916,133.8672005225343,277.91211128347487,206.9409323154801
Finlay Beverages,2025-08-01,1600.1999999999998,236.48698312710914,155.6088976377953,319.6424206974129,243.97675
Finlay Beverages,2025-09-01,1600.1999999999998,173.1941839145107,107.20813442069742,242.04045388076491,173.56500000000003
Finlay Beverages,2025-10-01,1600.1999999999998,88.48258548931385,52.80261698537684,125.64453712035997,88.73650000000002
Finlay Beverages,2025-11-01,1600.1999999999998,47.740973565804275,24.608293588301464,72.44702587176604,47.82050000000001
Finlay Beverages,2025-12-01,1600.1999999999998,28.34208211473566,15.33404386951631,43.21966197975254,28.379
Finlay Beverages,2026-01-01,1600.1999999999998,18.532659730033746,10.426323678290213,27.81569122609674,18.545250000000003
Hazelwick School,2025-01-01,224.94,60.27032719836401,35.936944785276076,86.52422290388547,47.2085
Hazelwick School,2025-02-01,224.94,89.523408997955,59.07006952965235,121.59644580777096,76.73699999999998
Hazelwick School,2025-03-01,224.94,234.52738036809816,189.33238343558284,278.3725541922291,204.57500000000002
Hazelwick School,2025-04-01,224.94,162.6643588957055,135.42519785276073,189.57424693251534,149.77475
Hazelwick School,2025-05-01,224.94,364.6595040899795,278.4805572597137,451.7028680981595,349.9915
Hazelwick School,2025-06-01,224.94,366.9925010224949,281.2737607361963,452.65567484662574,358.4645
Hazelwick School,2025-07-01,224.94,327.4094662576687,230.78341206543968,429.95223721881393,319.2535
Hazelwick School,2025-08-01,224.94,297.81880061349693,218.50177300613498,378.70159867075665,281.98075
Hazelwick School,2025-09-01,224.94,215.92457157464216,140.34868200409,290.812955010225,194.991
Hazelwick School,2025-10-01,224.94,115.76709611451943,74.34202453987731,158.1913384458078,101.25050000000002
Hazelwick School,2025-11-01,224.94,75.60621574642127,44.72474437627812,106.68731799591004,60.18500000000001
Hazelwick School,2025-12-01,224.94,56.921364008179964,34.61924437627812,79.0317699386503,42.4275
Hazelwick School,2026-01-01,224.94,31.681809304703474,18.902790899795498,44.309551635991824,24.623999999999995
Hibernian Stadium,2025-01-01,116.64,31.496,17.1865,45.991,35.8195
Hibernian Stadium,2025-02-01,116.64,54.288,30.6535,80.22,58.4825
Hibernian Stadium,2025-03-01,116.64,142.9005,101.544,184.6255,150.473
Hibernian Stadium,2025-04-01,116.64,228.4425,176.4995,282.1745,238.81649999999996
Hibernian Stadium,2025-05-01,116.64,359.8505,277.107,439.381,368.308
Hibernian Stadium,2025-06-01,116.64,292.943,190.6905,398.3715,296.8330000000001
Hibernian Stadium,2025-07-01,116.64,275.9475,186.8555,370.2965,280.6055
Hibernian Stadium,2025-08-01,116.64,251.39225,171.702,329.8315,258.261
Hibernian Stadium,2025-09-01,116.64,158.744,97.34650000000002,221.194,162.6925
Hibernian Stadium,2025-10-01,116.64,75.2375,45.532000000000004,106.8585,80.085
Hibernian Stadium,2025-11-01,116.64,37.9265,21.258,56.076,42.1965
Hibernian Stadium,2025-12-01,116.64,19.385,8.8745,31.011,21.828
Hibernian Stadium,2026-01-01,116.64,13.31475,6.81,20.70725,15.25125
Hibernian Training Ground,2025-01-01,89.91,51.15618468468468,29.289752252252256,70.3854009009009,37.4835
Hibernian Training Ground,2025-02-01,89.91,75.49124324324325,46.78968918918918,103.65480180180181,62.73500000000001
Hibernian Training Ground,2025-03-01,89.91,172.2826891891892,127.76735585585585,216.29550900900898,153.173
Hibernian Training Ground,2025-04-01,89.91,256.72103153153154,199.72222522522526,314.26958558558556,238.051
Hibernian Training Ground,2025-05-01,89.91,390.6196486486487,309.68088738738743,469.6369864864865,372.986
Hibernian Training Ground,2025-06-01,89.91,302.77339189189195,198.36712612612615,409.2778603603604,297.485
Hibernian Training Ground,2025-07-01,89.91,288.5136846846847,199.01493243243243,382.647954954955,282.174
Hibernian Training Ground,2025-08-01,89.91,278.89209684684687,197.33300675675676,359.64584684684684,264.96425
Hibernian Training Ground,2025-09-01,89.91,187.24560360360363,122.31670720720722,252.34424774774777,170.4005
Hibernian Training Ground,2025-10-01,89.91,95.48054054054055,61.13950450450451,130.35934684684688,82.9635
Hibernian Training Ground,2025-11-01,89.91,54.83546396396396,31.01728828828829,78.4085900900901,42.631
Hibernian Training Ground,2025-12-01,89.91,28.72566216216216,13.964274774774776,43.57964864864865,21.862
Hibernian Training Ground,2026-01-01,89.91,19.205180180180182,10.435824324324326,28.339211711711712,14.417250000000001
I&N Fabrications,2025-11-01,62.25,12.732,7.2615,17.97725,11.56925
I&N Fabrications,2025-12-01,62.25,31.3405,16.0745,48.2025,29.174
I&N Fabrications,2026-01-01,62.25,20.4705,10.8605,30.972,18.979
Iceland - Penny Lane,2025-11-01,88.0,14.210842329545454,8.695319602272727,19.435649147727272,12.48525
Iceland - Penny Lane,2025-12-01,88.0,37.96424147727273,20.685346590909088,54.85257386363637,33.844
Iceland - Penny Lane,2026-01-01,88.0,22.193257102272728,11.381546875,33.047573863636366,20.05775
Iceland Bretton,2025-11-01,63.0,13.407000000000002,8.359000000000002,18.116833333333332,12.983749999999999
Iceland Bretton,2025-12-01,63.0,37.748333333333335,22.371166666666664,53.477833333333336,37.33599999999999
Iceland Bretton,2026-01-01,63.0,21.0045,11.831416666666668,30.616083333333336,20.84625
Iceland Queensferry,2025-11-01,115.0,18.8525,11.671,25.072,13.1785
Iceland Queensferry,2025-12-01,115.0,46.11999999999999,26.3735,65.382,33.223
Iceland Queensferry,2026-01-01,115.0,25.8365,13.753,37.765,19.6855
Iceland Shrewsbury,2025-11-01,100.5,14.223436567164178,8.823305970149255,18.961257462686564,14.099249999999998
Iceland Shrewsbury,2025-12-01,100.5,33.216860696517415,17.512738805970148,50.65374875621891,33.0435
Iceland Shrewsbury,2026-01-01,100.5,21.45071144278607,11.54280472636816,31.941589552238806,21.3585
Inktech,2025-11-01,212.0,18.234042452830188,10.89236320754717,26.188558962264153,18.2545
Inktech,2025-12-01,212.0,28.85799056603773,13.298905660377358,45.531299528301886,28.982
Inktech,2026-01-01,212.0,19.75715212264151,10.611194575471698,29.459479952830186,19.808
Knowles,2025-11-01,500.25,28.0275,17.552,37.655499999999996,21.242
Knowles,2025-12-01,500.25,51.164,31.7055,69.6545,38.7555
Knowles,2026-01-01,500.25,29.6665,17.5015,41.17,23.2005
Merry Hill,2025-01-01,976.48,57.81772690684909,34.79962018167294,80.49980374406029,46.866
Merry Hill,2025-02-01,976.48,77.55081082049813,47.689511444166804,109.59562495903654,67.81
Merry Hill,2025-03-01,976.48,200.95942085859411,154.22763219420776,246.760503113223,181.85499999999996
Merry Hill,2025-04-01,976.48,298.2803047630264,246.36084591594297,350.1599006636081,280.18549999999993
Merry Hill,2025-05-01,976.48,340.839525934991,253.94440389972144,427.70873615947073,331.4445
Merry Hill,2025-06-01,976.48,337.7131180822956,236.90853942733082,441.3541315183106,331.66299999999995
Merry Hill,2025-07-01,976.48,313.47807602306244,215.80912929604293,415.9558625266262,306.452
Merry Hill,2025-08-01,976.48,278.98514439107817,191.2632417356218,368.2682746190398,267.00875
Merry Hill,2025-09-01,976.48,191.1514991397673,118.34402737895297,264.7258550968786,178.61999999999998
Merry Hill,2025-10-01,976.48,88.06277377928886,43.82706042110438,133.7446991643454,81.713
Merry Hill,2025-11-01,976.48,65.89462821563166,37.68954095834016,94.17310181980173,54.363499999999995
Merry Hill,2025-12-01,976.48,44.16739013087825,24.3185260630018,64.19641393064886,35.22449999999999
Merry Hill,2026-01-01,976.48,25.63440131902343,13.603854441463215,38.132016495473536,21.162749999999996
Metro Centre,2025-01-01,739.53,43.9585,26.626499999999997,59.872749999999996,44.0205
Metro Centre,2025-02-01,739.53,62.68925,38.091,90.17099999999999,63.169000000000004
Metro Centre,2025-03-01,739.53,155.20475,108.00025,202.79675,156.609
Metro Centre,2025-04-01,739.53,244.1425,191.563,296.72024999999996,246.4215
Metro Centre,2025-05-01,739.53,336.65999999999997,255.59025,416.3175,339.7025
Metro Centre,2025-06-01,739.53,310.407,204.40500000000003,419.1535,313.511
Metro Centre,2025-07-01,739.53,269.90574999999995,176.386,370.05775,272.6135
Metro Centre,2025-08-01,739.53,248.110625,169.67387499999998,328.13225,250.457
Metro Centre,2025-09-01,739.53,167.11625,102.09525,234.7745,168.558
Metro Centre,2025-10-01,739.53,95.33475,59.675250000000005,130.9335,96.107
Metro Centre,2025-11-01,739.53,44.059999999999995,22.02775,67.47675,44.3425
Metro Centre,2025-12-01,739.53,24.864750000000004,12.39875,38.27375,24.994
Metro Centre,2026-01-01,739.53,15.413125,8.306875,23.85375,15.47025
Oasis - Bank Leaze,2025-06-01,49.68,259.5005,201.2935,318.3555,255.855
Oasis - Bank Leaze,2025-07-01,49.68,344.69,246.82,448.3195,334.686
Oasis - Bank Leaze,2025-08-01,49.68,299.441,215.95300000000003,384.6022500000001,283.70425
Oasis - Bank Leaze,2025-09-01,49.68,209.8715,137.062,283.4005,191.489
Oasis - Bank Leaze,2025-10-01,49.68,97.00199999999998,50.5835,144.6815,88.163
Oasis - Bank Leaze,2025-11-01,49.68,74.789,45.2,105.1445,59.1295
Oasis - Bank Leaze,2025-12-01,49.68,55.3155,33.2195,77.4065,41.7065
Oasis - Bank Leaze,2026-01-01,49.68,32.53275,19.24075,45.58425,25.199500000000004
Oasis - Connaught,2025-06-01,57.78,260.0755,196.93399999999997,322.94699999999995,255.45350000000002
Oasis - Connaught,2025-07-01,57.78,356.44849999999997,264.3105,451.425,344.8125
Oasis - Connaught,2025-08-01,57.78,313.60275,234.20250000000001,393.7115,286.38075
Oasis - Connaught,2025-09-01,57.78,234.063,157.831,309.40400000000005,191.6005
Oasis - Connaught,2025-10-01,57.78,113.9765,66.671,161.81799999999998,90.6465
Oasis - Connaught,2025-11-01,57.78,102.6365,66.398,137.4525,60.0625
Oasis - Connaught,2025-12-01,57.78,79.01099999999998,49.987,105.051,43.3385
Oasis - Connaught,2026-01-01,57.78,45.168,27.84575,60.840999999999994,25.886749999999996
Oasis - Henderson Avenue,2025-06-01,75.06,269.5475,209.176,327.898,262.727
Oasis - Henderson Avenue,2025-07-01,75.06,303.0545,201.499,414.1855,295.3435
Oasis - Henderson Avenue,2025-08-01,75.06,285.99725,204.07325,369.22775,270.58575
Oasis - Henderson Avenue,2025-09-01,75.06,221.89250000000004,151.396,290.821,198.839
Oasis - Henderson Avenue,2025-10-01,75.06,99.538,55.7435,146.0005,87.644
Oasis - Henderson Avenue,2025-11-01,75.06,71.8425,42.5005,100.7915,56.2635
Oasis - Henderson Avenue,2025-12-01,75.06,57.62349999999999,37.329,76.0165,41.3545
Oasis - Henderson Avenue,2026-01-01,75.06,27.36875,15.991749999999998,38.906,20.44
Oasis - Immingham,2025-01-01,207.0,48.91791304347826,31.232586956521743,65.70976086956522,45.873
Oasis - Immingham,2025-02-01,207.0,67.67528260869565,42.893108695652174,95.0341304347826,65.49
Oasis - Immingham,2025-03-01,207.0,201.2876956521739,156.51997826086958,243.44195652173914,195.794
Oasis - Immingham,2025-04-01,207.0,150.3851195652174,126.56796739130435,173.88952173913043,147.69325
Oasis - Immingham,2025-05-01,207.0,349.58599999999996,277.026,422.2543695652174,346.7445
Oasis - Immingham,2025-06-01,207.0,351.1818043478261,250.04710869565216,452.7432608695653,349.188
Oasis - Immingham,2025-07-01,207.0,290.7714130434782,191.19623913043478,396.53430434782604,289.299
Oasis - Immingham,2025-08-01,207.0,247.98678260869562,166.30501086956522,330.89175,245.53449999999998
Oasis - Immingham,2025-09-01,207.0,187.45052173913044,122.78480434782608,254.27315217391305,183.373
Oasis - Immingham,2025-10-01,207.0,101.32321739130434,61.62200000000001,141.5246304347826,98.1925
Oasis - Immingham,2025-11-01,207.0,51.63108695652174,27.68736956521739,76.3440652173913,49.1215
Oasis - Immingham,2025-12-01,207.0,33.36410869565218,18.214152173913043,49.10695652173913,31.4355
Oasis - Immingham,2026-01-01,207.0,18.997967391304346,9.971510869565217,28.978749999999998,18.0215
Oasis - Isle of Sheppey East,2025-06-01,198.72,201.32175000000004,160.07674999999998,242.22625000000002,194.646
Oasis - Isle of Sheppey East,2025-07-01,198.72,164.137625,115.84525000000001,215.60325000000003,158.926
Oasis - Isle of Sheppey East,2025-08-01,198.72,308.91724999999997,227.05862499999998,391.3315,286.50375
Oasis - Isle of Sheppey East,2025-09-01,198.72,235.38500000000002,162.3785,306.29724999999996,203.243
Oasis - Isle of Sheppey East,2025-10-01,198.72,125.3065,79.05425,172.47874999999996,104.1075
Oasis - Isle of Sheppey East,2025-11-01,198.72,85.034,53.713,116.47775,60.451
Oasis - Isle of Sheppey East,2025-12-01,198.72,63.56575,39.582499999999996,86.34974999999999,42.355
Oasis - Isle of Sheppey East,2026-01-01,198.72,37.6125,22.861125,51.416624999999996,25.70725
Oasis - Isle of Sheppey West,2025-01-01,145.79999999999998,102.05723333333334,63.53442222222223,139.88393333333335,77.11426666666668
Oasis - Isle of Sheppey West,2025-02-01,145.79999999999998,134.29534444444445,85.45298888888888,185.92573333333334,113.23737777777778
Oasis - Isle of Sheppey West,2025-03-01,145.79999999999998,370.9830444444445,307.1907888888889,433.84251111111115,318.32386666666673
Oasis - Isle of Sheppey West,2025-04-01,145.79999999999998,249.10621111111112,208.68567222222225,288.35473333333334,227.34780000000003
Oasis - Isle of Sheppey West,2025-05-01,145.79999999999998,560.610588888889,435.2445,685.6993111111111,535.4206666666666
Oasis - Isle of Sheppey West,2025-06-01,145.79999999999998,599.2356333333335,476.57475555555556,720.8867777777779,581.5949333333334
Oasis - Isle of Sheppey West,2025-07-01,145.79999999999998,493.69656666666674,347.84680000000003,649.4040222222224,480.0815111111111
Oasis - Isle of Sheppey West,2025-08-01,145.79999999999998,459.8538555555556,337.1642777777778,583.638738888889,433.0757555555556
Oasis - Isle of Sheppey West,2025-09-01,145.79999999999998,343.4852444444445,235.93780000000004,448.60008888888893,307.12275555555556
