,obs_gti_kWh,obs_ghi_kWh,pvgis_gti_kWhm2,pvgis_ghi_kWhm2,gti_diff_kWhm2,ghi_diff_kWhm2
2025-03-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 07:00:00+00:00,0.03225,0.04775,0.00099,0.001,-0.03126,-0.04675
2025-03-01 08:00:00+00:00,0.11524999999999999,0.15825,0.06352000000000001,0.067,-0.051729999999999984,-0.09125
2025-03-01 09:00:00+00:00,0.20350000000000001,0.25975,0.0767,0.077,-0.12680000000000002,-0.18274999999999997
2025-03-01 10:00:00+00:00,0.28175,0.35525,0.14231,0.144,-0.13944,-0.21125000000000002
2025-03-01 11:00:00+00:00,0.34099999999999997,0.42974999999999997,0.07171999999999999,0.072,-0.26927999999999996,-0.35774999999999996
2025-03-01 12:00:00+00:00,0.3545,0.43574999999999997,0.14742,0.148,-0.20708,-0.28774999999999995
2025-03-01 13:00:00+00:00,0.3265,0.39049999999999996,0.30549,0.343,-0.02101000000000003,-0.04749999999999993
2025-03-01 14:00:00+00:00,0.2695,0.3145,0.29234,0.34199,0.02283999999999997,0.027490000000000014
2025-03-01 15:00:00+00:00,0.19575,0.2255,0.11402,0.115,-0.08173000000000001,-0.1105
2025-03-01 16:00:00+00:00,0.09125,0.10075,0.11679,0.128,0.025540000000000007,0.027249999999999996
2025-03-01 17:00:00+00:00,0.014,0.01475,0.016550000000000002,0.016829999999999998,0.002550000000000002,0.0020799999999999985
2025-03-01 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 07:00:00+00:00,0.035500000000000004,0.055249999999999994,0.00099,0.001,-0.034510000000000006,-0.05424999999999999
2025-03-02 08:00:00+00:00,0.13075,0.18925,0.0713,0.076,-0.05945,-0.11325
2025-03-02 09:00:00+00:00,0.23275,0.3175,0.12786,0.132,-0.10489000000000001,-0.1855
2025-03-02 10:00:00+00:00,0.31825,0.41925,0.17348,0.178,-0.14476999999999998,-0.24125000000000002
2025-03-02 11:00:00+00:00,0.3755,0.48375,0.20539,0.21,-0.17011,-0.27375000000000005
2025-03-02 12:00:00+00:00,0.39625,0.501,0.08965000000000001,0.09,-0.3066,-0.41100000000000003
2025-03-02 13:00:00+00:00,0.37725,0.46825,0.11156,0.112,-0.26569,-0.35625
2025-03-02 14:00:00+00:00,0.322,0.39175,0.09662000000000001,0.097,-0.22538,-0.29474999999999996
2025-03-02 15:00:00+00:00,0.22925,0.27225,0.08467,0.085,-0.14458000000000001,-0.18724999999999997
2025-03-02 16:00:00+00:00,0.1145,0.1295,0.09487000000000001,0.098,-0.019629999999999995,-0.0315
2025-03-02 17:00:00+00:00,0.0195,0.020499999999999997,0.010960000000000001,0.011,-0.008539999999999999,-0.009499999999999998
2025-03-02 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-02 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 06:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 07:00:00+00:00,0.031,0.0335,0.00198,0.002,-0.02902,-0.0315
2025-03-03 08:00:00+00:00,0.11424999999999999,0.13674999999999998,0.06495999999999999,0.067,-0.04929,-0.06974999999999998
2025-03-03 09:00:00+00:00,0.1975,0.2355,0.08168,0.082,-0.11582,-0.15349999999999997
2025-03-03 10:00:00+00:00,0.28125,0.3405,0.11156,0.112,-0.16969,-0.22850000000000004
2025-03-03 11:00:00+00:00,0.33925,0.415,0.11256000000000001,0.113,-0.22669,-0.302
2025-03-03 12:00:00+00:00,0.35724999999999996,0.43274999999999997,0.05877,0.059,-0.29847999999999997,-0.37374999999999997
2025-03-03 13:00:00+00:00,0.3395,0.40425,0.14941,0.15,-0.19009000000000004,-0.25425
2025-03-03 14:00:00+00:00,0.2825,0.32825,0.12949000000000002,0.13,-0.15300999999999995,-0.19824999999999998
2025-03-03 15:00:00+00:00,0.196,0.221,0.14409,0.147,-0.05191000000000001,-0.07400000000000001
2025-03-03 16:00:00+00:00,0.0975,0.106,0.08799,0.09,-0.009510000000000005,-0.016
2025-03-03 17:00:00+00:00,0.016,0.01625,0.01295,0.013,-0.0030500000000000006,-0.003250000000000001
2025-03-03 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-03 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 06:00:00+00:00,0.0005,0.00075,0.0,0.0,-0.0005,-0.00075
2025-03-04 07:00:00+00:00,0.0415,0.065,0.00298,0.003,-0.03852,-0.062
2025-03-04 08:00:00+00:00,0.14075,0.20350000000000001,0.07182,0.075,-0.06892999999999999,-0.1285
2025-03-04 09:00:00+00:00,0.24475000000000002,0.33225,0.09462999999999999,0.095,-0.15012000000000003,-0.23725
2025-03-04 10:00:00+00:00,0.31775,0.40825,0.12052,0.121,-0.19722999999999996,-0.28725
2025-03-04 11:00:00+00:00,0.37675000000000003,0.47575,0.09961,0.1,-0.27714000000000005,-0.37575000000000003
2025-03-04 12:00:00+00:00,0.39425,0.4935,0.10558,0.106,-0.28867,-0.3875
2025-03-04 13:00:00+00:00,0.37024999999999997,0.4505,0.27185000000000004,0.287,-0.09839999999999993,-0.16350000000000003
2025-03-04 14:00:00+00:00,0.321,0.384,0.14019,0.141,-0.18081,-0.24300000000000002
2025-03-04 15:00:00+00:00,0.23325,0.272,0.14242,0.145,-0.09083000000000002,-0.12700000000000003
2025-03-04 16:00:00+00:00,0.1125,0.123,0.08476,0.086,-0.02774,-0.037000000000000005
2025-03-04 17:00:00+00:00,0.02425,0.025500000000000002,0.011949999999999999,0.012,-0.012300000000000002,-0.013500000000000002
2025-03-04 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-04 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 06:00:00+00:00,0.00075,0.00075,0.0,0.0,-0.00075,-0.00075
2025-03-05 07:00:00+00:00,0.0375,0.041499999999999995,0.0039700000000000004,0.004,-0.03353,-0.03749999999999999
2025-03-05 08:00:00+00:00,0.11725,0.137,0.08437,0.091,-0.03287999999999999,-0.04600000000000001
2025-03-05 09:00:00+00:00,0.207,0.2465,0.11173999999999999,0.113,-0.09526,-0.1335
2025-03-05 10:00:00+00:00,0.30125,0.36975,0.08267000000000001,0.083,-0.21858,-0.28675
2025-03-05 11:00:00+00:00,0.375,0.47,0.13147999999999999,0.132,-0.24352000000000001,-0.33799999999999997
2025-03-05 12:00:00+00:00,0.40425,0.50375,0.09462999999999999,0.095,-0.30962,-0.40875000000000006
2025-03-05 13:00:00+00:00,0.38025,0.46399999999999997,0.08666,0.087,-0.29358999999999996,-0.377
2025-03-05 14:00:00+00:00,0.32475,0.3875,0.10956999999999999,0.11,-0.21517999999999998,-0.2775
2025-03-05 15:00:00+00:00,0.24525,0.28725,0.09861,0.099,-0.14664,-0.18825
2025-03-05 16:00:00+00:00,0.13275,0.14900000000000002,0.09662000000000001,0.099,-0.036129999999999995,-0.05000000000000002
2025-03-05 17:00:00+00:00,0.02575,0.0265,0.02457,0.0248,-0.001179999999999997,-0.0017000000000000001
2025-03-05 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-05 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 06:00:00+00:00,0.00175,0.00175,0.0,0.0,-0.00175,-0.00175
2025-03-06 07:00:00+00:00,0.0485,0.067,0.00992,0.01,-0.03858,-0.057
2025-03-06 08:00:00+00:00,0.148,0.1965,0.09623000000000001,0.11,-0.05176999999999998,-0.08650000000000001
2025-03-06 09:00:00+00:00,0.25,0.32125000000000004,0.15807,0.168,-0.09193000000000001,-0.15325000000000003
2025-03-06 10:00:00+00:00,0.33325,0.41975,0.17909999999999998,0.183,-0.15415,-0.23675000000000002
2025-03-06 11:00:00+00:00,0.38775000000000004,0.482,0.21625999999999998,0.221,-0.17149000000000006,-0.261
2025-03-06 12:00:00+00:00,0.40549999999999997,0.49824999999999997,0.27861,0.293,-0.12688999999999995,-0.20525
2025-03-06 13:00:00+00:00,0.37475,0.44525,0.25992000000000004,0.271,-0.11482999999999999,-0.17424999999999996
2025-03-06 14:00:00+00:00,0.214,0.23399999999999999,0.22290000000000001,0.231,0.008900000000000019,-0.002999999999999975
2025-03-06 15:00:00+00:00,0.11499999999999999,0.12025,0.15272999999999998,0.156,0.037729999999999986,0.035750000000000004
2025-03-06 16:00:00+00:00,0.0615,0.063,0.11244,0.117,0.05094,0.054000000000000006
2025-03-06 17:00:00+00:00,0.01875,0.0195,0.00996,0.01,-0.00879,-0.0095
2025-03-06 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-06 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 06:00:00+00:00,0.00075,0.00075,0.0,0.0,-0.00075,-0.00075
2025-03-07 07:00:00+00:00,0.02875,0.03025,0.01666,0.01781,-0.01209,-0.01244
2025-03-07 08:00:00+00:00,0.08625,0.08925,0.11986,0.18199,0.03361,0.09274000000000002
2025-03-07 09:00:00+00:00,0.16275,0.17625000000000002,0.23096,0.31899,0.06820999999999999,0.14273999999999998
2025-03-07 10:00:00+00:00,0.29375,0.34225,0.32074,0.42099000000000003,0.026990000000000014,0.07874000000000003
2025-03-07 11:00:00+00:00,0.373,0.4485,0.36876,0.45599,-0.0042400000000000215,0.007489999999999997
2025-03-07 12:00:00+00:00,0.3085,0.34625,0.2953,0.313,-0.01319999999999999,-0.03325
2025-03-07 13:00:00+00:00,0.22325,0.23575000000000002,0.2646,0.275,0.04135,0.03925000000000001
2025-03-07 14:00:00+00:00,0.1565,0.16125,0.30523,0.34099,0.14873,0.17974
2025-03-07 15:00:00+00:00,0.0905,0.09225,0.11134000000000001,0.112,0.02084000000000001,0.019750000000000004
2025-03-07 16:00:00+00:00,0.074,0.076,0.15787,0.175,0.08387000000000001,0.09899999999999999
2025-03-07 17:00:00+00:00,0.02075,0.021,0.02827,0.0286,0.007519999999999999,0.007599999999999999
2025-03-07 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 06:00:00+00:00,0.00375,0.00375,0.0,0.0,-0.00375,-0.00375
2025-03-08 07:00:00+00:00,0.05675,0.0725,0.011949999999999999,0.012,-0.044800000000000006,-0.0605
2025-03-08 08:00:00+00:00,0.1585,0.202,0.09634000000000001,0.104,-0.06215999999999999,-0.09800000000000002
2025-03-08 09:00:00+00:00,0.2625,0.33125,0.09761,0.098,-0.16489,-0.23324999999999999
2025-03-08 10:00:00+00:00,0.34925,0.435,0.26976,0.303,-0.07949,-0.132
2025-03-08 11:00:00+00:00,0.39825,0.48624999999999996,0.25536000000000003,0.266,-0.14288999999999996,-0.22024999999999995
2025-03-08 12:00:00+00:00,0.4135,0.49724999999999997,0.23359,0.238,-0.17991,-0.25925
2025-03-08 13:00:00+00:00,0.40049999999999997,0.47675,0.17306,0.174,-0.22743999999999998,-0.30275
2025-03-08 14:00:00+00:00,0.3415,0.39849999999999997,0.16661,0.168,-0.17489000000000002,-0.23049999999999995
2025-03-08 15:00:00+00:00,0.25225,0.28675,0.13081,0.132,-0.12143999999999996,-0.15475
2025-03-08 16:00:00+00:00,0.1305,0.14100000000000001,0.12703,0.133,-0.003470000000000001,-0.008000000000000007
2025-03-08 17:00:00+00:00,0.028,0.02875,0.01693,0.017,-0.01107,-0.01175
2025-03-08 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 06:00:00+00:00,0.00325,0.00325,0.0,0.0,-0.00325,-0.00325
2025-03-09 07:00:00+00:00,0.063,0.08075,0.011949999999999999,0.012,-0.05105,-0.06875
2025-03-09 08:00:00+00:00,0.16775,0.21450000000000002,0.07025,0.071,-0.0975,-0.14350000000000002
2025-03-09 09:00:00+00:00,0.26825,0.33425,0.07271,0.073,-0.19554,-0.26125
2025-03-09 10:00:00+00:00,0.35350000000000004,0.4355,0.11455,0.115,-0.23895000000000005,-0.3205
2025-03-09 11:00:00+00:00,0.41075,0.5005,0.12351000000000001,0.124,-0.28724,-0.37649999999999995
2025-03-09 12:00:00+00:00,0.43025,0.517,0.17006,0.171,-0.26019000000000003,-0.346
2025-03-09 13:00:00+00:00,0.40525,0.47875,0.12849000000000002,0.129,-0.27676,-0.34975
2025-03-09 14:00:00+00:00,0.33999999999999997,0.39275,0.07072,0.071,-0.26927999999999996,-0.32175
2025-03-09 15:00:00+00:00,0.25,0.28075,0.05279,0.053,-0.19721,-0.22775
2025-03-09 16:00:00+00:00,0.13074999999999998,0.14024999999999999,0.12065000000000001,0.125,-0.01009999999999997,-0.015249999999999986
2025-03-09 17:00:00+00:00,0.028,0.02825,0.06393,0.067,0.035930000000000004,0.03875000000000001
2025-03-09 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-09 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 06:00:00+00:00,0.00375,0.00375,0.0,0.0,-0.00375,-0.00375
2025-03-10 07:00:00+00:00,0.06675,0.082,0.011949999999999999,0.012,-0.0548,-0.07
2025-03-10 08:00:00+00:00,0.16725,0.20274999999999999,0.06927,0.07,-0.09798000000000001,-0.13274999999999998
2025-03-10 09:00:00+00:00,0.27,0.325,0.14019,0.143,-0.12981,-0.18200000000000002
2025-03-10 10:00:00+00:00,0.327,0.384,0.15308000000000002,0.154,-0.17392,-0.23
2025-03-10 11:00:00+00:00,0.25775,0.27675,0.14045,0.141,-0.11729999999999999,-0.13575
2025-03-10 12:00:00+00:00,0.24475000000000002,0.2585,0.19169999999999998,0.193,-0.05305000000000004,-0.0655
2025-03-10 13:00:00+00:00,0.2505,0.2665,0.33452,0.365,0.08401999999999998,0.09849999999999998
2025-03-10 14:00:00+00:00,0.2695,0.295,0.2802,0.299,0.010699999999999987,0.0040000000000000036
2025-03-10 15:00:00+00:00,0.112,0.11475,0.22169,0.236,0.10969,0.12124999999999998
2025-03-10 16:00:00+00:00,0.0575,0.05825,0.15036000000000002,0.16,0.09286000000000003,0.10175000000000001
2025-03-10 17:00:00+00:00,0.01325,0.0135,0.055490000000000005,0.057,0.04224000000000001,0.043500000000000004
2025-03-10 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-10 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 06:00:00+00:00,0.00475,0.00475,0.0,0.0,-0.00475,-0.00475
2025-03-11 07:00:00+00:00,0.05725,0.06525,0.01594,0.016,-0.04131,-0.04925
2025-03-11 08:00:00+00:00,0.16999999999999998,0.21175,0.13499,0.175,-0.035009999999999986,-0.036750000000000005
2025-03-11 09:00:00+00:00,0.28575,0.36125,0.15725999999999998,0.162,-0.12849000000000002,-0.19925
2025-03-11 10:00:00+00:00,0.329,0.39025,0.25895,0.279,-0.07005,-0.11124999999999996
2025-03-11 11:00:00+00:00,0.34875,0.402,0.30836,0.332,-0.04038999999999998,-0.07
2025-03-11 12:00:00+00:00,0.2225,0.234,0.37568,0.42499000000000003,0.15318,0.19099000000000002
2025-03-11 13:00:00+00:00,0.15975,0.1655,0.35993,0.40099,0.20018000000000002,0.23549
2025-03-11 14:00:00+00:00,0.19325,0.208,0.25686000000000003,0.268,0.06361000000000003,0.060000000000000026
2025-03-11 15:00:00+00:00,0.13,0.13425,0.12829,0.129,-0.001710000000000017,-0.005250000000000005
2025-03-11 16:00:00+00:00,0.10225000000000001,0.1065,0.032869999999999996,0.033,-0.06938000000000001,-0.0735
2025-03-11 17:00:00+00:00,0.0325,0.033,0.0338,0.034,0.0012999999999999956,0.0010000000000000009
2025-03-11 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-11 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 05:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 06:00:00+00:00,0.0055,0.0055,0.0,0.0,-0.0055,-0.0055
2025-03-12 07:00:00+00:00,0.07775,0.11725,0.01494,0.015,-0.06281,-0.10225
2025-03-12 08:00:00+00:00,0.178,0.23049999999999998,0.10618000000000001,0.113,-0.07181999999999998,-0.11749999999999998
2025-03-12 09:00:00+00:00,0.229,0.26275,0.22996,0.275,0.0009599999999999886,0.012250000000000039
2025-03-12 10:00:00+00:00,0.20249999999999999,0.22475,0.31943,0.38499,0.11693,0.16024
2025-03-12 11:00:00+00:00,0.13175,0.135,0.36167,0.41899000000000003,0.22991999999999999,0.28399
2025-03-12 12:00:00+00:00,0.179,0.1925,0.44236000000000003,0.54799,0.26336000000000004,0.35549
2025-03-12 13:00:00+00:00,0.234,0.25825,0.41825,0.50199,0.18425,0.24374000000000007
2025-03-12 14:00:00+00:00,0.30125,0.33599999999999997,0.26885000000000003,0.283,-0.032399999999999984,-0.05299999999999999
2025-03-12 15:00:00+00:00,0.18575,0.20274999999999999,0.15672,0.159,-0.02903,-0.04374999999999998
2025-03-12 16:00:00+00:00,0.13825,0.14775,0.04682,0.047,-0.09143000000000001,-0.10074999999999999
2025-03-12 17:00:00+00:00,0.03925,0.03975,0.0513,0.052,0.012049999999999998,0.012249999999999997
2025-03-12 18:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 19:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 20:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 21:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 22:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-12 23:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13 01:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13 02:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13 03:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-13 04:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0
